index,samples
0,75
1,51
2,506
3,305
4,652
5,299
6,463
7,218
8,328
9,678
10,195
11,123
12,578
13,482
14,552
15,85
16,400
17,4
18,272
19,50
20,65
21,439
22,89
23,483
24,561
25,354
26,92
27,68
28,16
29,644
30,344
31,486
32,428
33,114
34,265
35,296
36,311
37,612
38,481
39,553
40,539
41,671
42,529
43,198
44,285
45,7
46,535
47,295
48,54
49,712
50,562
51,97
52,164
53,304
54,478
55,189
56,81
57,323
58,291
59,180
60,653
61,250
62,619
63,461
64,253
65,10
66,302
67,306
68,24
69,260
70,342
71,569
72,78
73,44
74,647
75,410
76,145
77,524
78,251
79,656
80,401
81,165
82,585
83,435
84,327
85,8
86,673
87,452
88,124
89,626
90,508
91,498
92,643
93,232
94,196
95,534
96,293
97,533
98,367
99,0
100,297
101,106
102,651
103,303
104,356
105,457
106,605
107,64
108,34
109,132
110,277
111,257
112,238
113,423
114,79
115,386
116,246
117,685
118,453
119,392
120,309
121,396
122,222
123,363
124,492
125,179
126,538
127,670
128,33
129,162
130,194
131,243
132,355
133,541
134,231
135,120
136,503
137,127
138,63
139,369
140,387
141,557
142,117
143,430
144,662
145,413
146,687
147,136
148,532
149,183
150,584
151,641
152,103
153,173
154,76
155,620
156,715
157,214
158,157
159,484
160,630
161,112
162,586
163,150
164,456
165,159
166,683
167,417
168,416
169,476
170,338
171,575
172,434
173,37
174,256
175,659
176,69
177,324
178,82
179,19
180,237
181,2
182,518
183,440
184,353
185,669
186,146
187,598
188,186
189,403
190,264
191,87
192,490
193,83
194,513
195,349
196,347
197,223
198,249
199,221
200,405
201,381
202,274
203,576
204,491
205,259
206,313
207,487
208,374
209,707
210,359
211,192
212,43
213,469
214,448
215,516
216,208
217,677
218,527
219,618
220,595
221,570
222,15
223,31
224,316
225,458
226,61
227,279
228,424
229,331
230,564
231,14
232,360
233,638
234,362
235,542
236,80
237,319
238,437
239,199
240,694
241,254
242,129
243,379
244,601
245,394
246,142
247,158
248,579
249,70
250,467
251,340
252,20
253,545
254,172
255,215
256,589
257,531
258,163
259,594
260,509
261,321
262,640
263,517
264,357
265,187
266,708
267,225
268,182
269,419
270,131
271,660
272,190
273,676
274,702
275,607
276,330
277,30
278,479
279,460
280,629
281,352
282,443
283,474
284,512
285,616
286,431
287,543
288,268
289,364
290,227
291,696
292,477
293,639
294,191
295,278
296,286
297,406
298,633
299,395
300,88
301,631
302,261
303,240
304,441
305,654
306,262
307,402
308,109
309,42
310,236
311,6
312,568
313,312
314,135
315,17
316,583
317,609
318,429
319,455
320,472
321,525
322,530
323,499
324,514
325,382
326,298
327,255
328,496
329,468
330,693
331,622
332,690
333,86
334,485
335,366
336,645
337,202
338,522
339,713
340,334
341,372
342,547
343,217
344,450
345,118
346,411
347,383
348,228
349,155
350,351
351,555
352,130
353,271
354,307
355,111
356,12
357,200
358,90
359,57
360,650
361,275
362,282
363,705
364,53
365,380
366,642
367,700
368,370
369,216
370,104
371,507
372,637
373,333
374,390
375,714
376,288
377,235
378,377
379,399
380,566
381,548
382,152
383,318
384,617
385,100
386,361
387,464
388,375
389,604
390,32
391,59
392,546
393,226
394,577
395,13
396,310
397,511
398,60
399,368
400,9
401,169
402,48
403,290
404,58
405,23
406,655
407,711
408,128
409,125
410,151
411,121
412,365
413,588
414,500
415,207
416,102
417,139
418,213
419,107
420,597
421,322
422,459
423,188
424,178
425,549
426,26
427,573
428,613
429,600
430,466
431,110
432,308
433,91
434,270
435,544
436,93
437,348
438,41
439,397
440,688
441,433
442,611
443,193
444,77
445,674
446,219
447,52
448,661
449,18
450,283
451,154
452,45
453,122
454,665
455,657
456,233
457,692
458,632
459,105
460,211
461,599
462,234
463,672
464,358
465,565
466,587
467,71
468,156
469,371
470,99
471,446
472,167
473,148
474,501
475,388
476,36
477,408
478,210
479,580
480,166
481,710
482,614
483,22
484,414
485,40
486,115
487,686
488,649
489,554
490,571
491,133
492,480
493,706
494,337
495,664
496,134
497,245
498,263
499,442
500,432
501,680
502,436
503,244
504,679
505,667
506,681
507,412
508,325
509,224
510,572
511,473
512,421
513,209
514,247
515,627
516,648
517,292
518,29
519,3
520,153
521,606
522,621
523,47
524,141
525,280
526,550
527,62
528,320
529,536
530,314
531,177
532,695
533,623
534,515
535,438
536,25
537,389
538,540
539,35
540,505
541,205
542,393
543,444
544,415
545,537
546,422
547,300
548,494
549,376
550,346
551,84
552,284
553,635
554,624
555,603
556,294
557,646
558,248
559,161
560,168
561,697
562,144
563,528
564,149
565,701
566,301
567,567
568,116
569,73
570,204
571,160
572,658
573,425
574,185
575,447
576,176
577,67
578,407
579,378
580,138
581,28
582,143
583,551
584,72
585,350
586,520
587,475
588,147
589,315
590,203
591,497
592,493
593,666
594,46
595,703
596,197
597,95
598,559
599,56
600,174
601,341
602,465
603,558
604,526
605,137
606,171
607,628
608,502
609,267
610,273
611,698
