index,samples
0,537
1,402
2,498
3,165
4,534
5,517
6,405
7,424
8,583
9,540
10,462
11,191
12,651
13,107
14,667
15,244
16,161
17,565
18,274
19,609
20,299
21,362
22,181
23,557
24,158
25,337
26,569
27,466
28,170
29,178
30,211
31,65
32,276
33,410
34,566
35,568
36,442
37,432
38,642
39,363
40,489
41,665
42,477
43,384
44,35
45,687
46,686
47,302
48,267
49,163
50,673
51,473
52,156
53,468
54,647
55,53
56,176
57,253
58,698
59,682
60,530
61,388
62,711
63,287
64,691
65,398
66,590
67,235
68,648
69,256
70,229
71,18
72,10
73,196
74,343
75,396
76,655
77,669
78,230
79,632
80,513
81,621
82,106
83,606
84,553
85,438
86,203
87,485
88,100
89,91
90,461
91,282
92,90
93,516
94,639
95,301
96,355
97,426
98,248
99,654
100,168
101,152
102,281
103,695
104,160
105,564
106,596
107,554
108,689
109,310
110,173
111,97
112,666
113,391
114,381
115,604
116,420
117,393
118,204
119,580
120,552
121,408
122,114
123,349
124,404
125,607
126,133
127,155
128,254
129,646
130,633
131,708
132,710
133,210
134,84
135,73
136,336
137,317
138,560
139,117
140,58
141,509
142,460
143,314
144,519
145,628
146,294
147,51
148,597
149,111
150,527
151,421
152,361
153,427
154,273
155,572
156,269
157,219
158,701
159,154
160,623
161,500
162,603
163,222
164,87
165,331
166,622
167,515
168,662
169,24
170,207
171,189
172,531
173,283
174,322
175,494
176,347
177,85
178,214
179,39
180,255
181,72
182,44
183,372
184,577
185,252
186,71
187,264
188,118
189,148
190,656
191,240
192,595
193,559
194,17
195,325
196,593
197,492
198,386
199,675
200,295
201,137
202,298
203,563
204,88
205,443
206,313
207,212
208,522
209,334
210,541
211,288
212,262
213,74
214,411
215,700
216,278
217,50
218,346
219,407
220,96
221,382
222,0
223,199
224,183
225,587
226,59
227,104
228,174
229,266
230,581
231,544
232,683
233,309
234,113
235,457
236,19
237,490
238,208
239,103
240,297
241,659
242,185
243,99
244,142
245,43
246,705
247,268
248,585
249,592
250,187
251,246
252,333
253,171
254,671
255,29
256,575
257,467
258,378
259,82
260,625
261,359
262,491
263,126
264,180
265,16
266,385
267,319
268,305
269,620
270,465
271,83
272,532
273,37
274,602
275,157
276,36
277,47
278,571
279,101
280,8
281,430
282,434
283,496
284,350
285,263
286,198
287,186
288,69
289,390
290,21
291,15
292,223
293,400
294,182
295,232
296,373
297,145
298,243
299,217
300,116
301,275
302,315
303,293
304,249
305,483
306,376
307,339
308,401
309,439
310,486
311,641
312,110
313,179
314,22
315,344
316,676
317,49
318,558
319,369
320,348
321,78
322,259
323,98
324,193
325,389
326,95
327,608
328,55
329,441
330,115
331,40
332,327
333,476
334,645
335,413
336,694
337,543
338,63
339,60
340,591
341,365
342,206
343,335
344,542
345,692
346,357
347,371
348,277
349,702
350,38
351,528
352,108
353,406
354,574
355,345
356,504
357,197
358,470
359,332
360,139
361,567
362,2
363,216
364,556
365,300
366,312
367,520
368,549
369,367
370,506
371,42
372,226
373,306
374,166
375,14
376,487
377,328
378,383
379,130
380,366
381,605
382,474
383,458
384,329
385,162
386,265
387,453
388,57
389,670
390,105
391,31
392,25
393,120
394,67
395,285
396,354
397,5
398,488
399,184
400,674
401,535
402,446
403,360
404,668
405,202
406,573
407,657
408,399
409,475
410,416
411,615
412,681
413,124
414,403
415,175
416,525
417,375
418,76
419,538
420,652
421,261
422,167
423,12
424,617
425,431
426,414
427,714
428,172
429,518
430,570
431,643
432,13
433,653
434,616
435,250
436,326
437,524
438,546
439,34
440,626
441,409
442,589
443,308
444,9
445,436
446,239
447,429
448,356
449,11
450,672
451,231
452,709
453,125
454,611
455,233
456,582
457,627
458,56
459,437
460,228
461,584
462,523
463,664
464,614
465,54
466,23
467,638
468,353
469,188
470,33
471,164
472,545
473,80
474,634
475,280
476,423
477,588
478,713
479,368
480,64
481,478
482,610
483,190
484,450
485,550
486,122
487,594
488,62
489,418
490,454
491,471
492,209
493,658
494,321
495,636
496,624
497,134
498,260
499,341
500,456
501,169
502,447
503,93
504,94
505,286
506,320
507,149
508,435
509,28
510,482
511,102
512,213
513,195
514,578
515,143
516,678
517,697
518,395
519,451
520,380
521,6
522,493
523,521
524,224
525,704
526,613
527,688
528,680
529,7
530,472
531,251
532,323
533,452
534,92
535,449
536,501
537,440
538,422
539,444
540,433
541,220
542,201
543,270
544,425
545,119
546,225
547,507
548,640
549,715
550,121
551,463
552,26
553,236
554,238
555,630
556,579
557,693
558,123
559,663
560,415
561,526
562,272
563,132
564,508
565,511
566,307
567,469
568,600
569,660
570,699
571,533
572,510
573,586
574,330
575,481
576,52
577,112
578,635
579,284
580,257
581,479
582,707
583,379
584,311
585,612
586,128
587,514
588,81
589,66
590,135
591,397
592,247
593,141
594,455
595,271
596,227
597,555
598,619
599,684
600,153
601,548
602,109
603,75
604,68
605,598
606,696
607,342
608,237
609,690
610,394
611,536
