index,samples
0,175
1,197
2,25
3,68
4,215
5,412
6,105
7,354
8,189
9,406
10,23
11,75
12,355
13,377
14,44
15,228
16,407
17,173
18,72
19,399
20,410
21,0
22,82
23,326
24,265
25,7
26,292
27,49
28,206
29,346
30,333
31,163
32,199
33,123
34,273
35,208
36,315
37,340
38,222
39,42
40,286
41,150
42,380
43,218
44,83
45,378
46,287
47,216
48,392
49,104
50,283
51,81
52,316
53,12
54,264
55,332
56,364
57,170
58,108
59,284
60,257
61,169
62,78
63,254
64,22
65,5
66,324
67,40
68,145
69,342
70,223
71,274
72,396
73,154
74,101
75,28
76,143
77,86
78,248
79,59
80,336
81,16
82,134
83,293
84,403
85,138
86,180
87,157
88,350
89,390
90,400
91,47
92,386
93,329
94,382
95,317
96,70
97,57
98,276
99,53
100,172
101,371
102,181
103,74
104,221
105,260
106,198
107,61
108,183
109,280
110,263
111,133
112,243
113,232
114,38
115,387
116,347
117,259
118,298
119,311
120,17
121,186
122,146
123,152
124,330
125,26
126,8
127,76
128,149
129,261
130,250
131,125
132,217
133,379
134,113
135,344
136,388
137,331
138,124
139,235
140,368
141,272
142,179
143,114
144,302
145,127
146,285
147,356
148,96
149,54
150,118
151,184
152,337
153,247
154,69
155,185
156,71
157,65
158,153
159,182
160,299
161,373
162,237
163,14
164,327
165,21
166,139
167,288
168,2
169,52
170,239
171,357
172,89
173,258
174,411
175,277
176,367
177,365
178,140
179,111
180,360
181,102
182,19
183,314
184,48
185,278
186,15
187,409
188,187
189,397
190,309
191,322
192,100
193,85
194,168
195,13
196,266
197,236
198,401
199,334
200,366
201,91
202,24
203,95
204,358
205,341
206,241
207,328
208,10
209,294
210,281
211,31
212,209
213,318
214,90
215,80
216,144
217,313
218,214
219,194
220,110
221,131
222,229
223,389
224,289
225,196
226,128
227,393
228,385
229,166
230,107
231,270
232,227
233,167
234,55
235,155
236,305
237,116
238,372
239,77
240,176
241,211
242,160
243,225
244,300
245,142
246,226
247,192
248,256
249,190
250,361
251,279
252,306
253,395
254,310
255,240
256,27
257,234
258,245
259,402
260,87
261,34
262,9
263,117
264,141
265,51
266,119
267,46
268,343
269,50
270,295
271,18
272,383
273,202
274,200
275,301
276,158
277,253
278,268
279,45
280,376
281,414
282,320
283,282
284,213
285,120
286,112
287,267
288,363
289,137
290,33
291,109
292,56
293,66
294,106
295,345
296,73
297,238
298,297
299,1
300,304
301,126
302,84
303,233
304,39
305,177
306,41
307,148
308,275
309,171
310,290
311,207
312,32
313,94
314,92
315,362
316,195
317,212
318,352
319,151
320,36
321,353
322,338
323,93
324,262
325,381
326,3
327,348
328,64
329,130
330,63
331,244
332,339
333,413
334,391
335,6
336,201
337,203
338,296
339,404
340,230
341,269
342,374
343,58
344,359
345,323
346,255
347,178
348,408
349,135
350,242
351,164
352,335
353,99
354,349
355,303
356,231
357,62
358,271
359,291
360,224
361,307
362,97
363,220
364,251
365,159
366,35
367,122
368,29
369,325
370,174
371,129
372,369
373,162
374,384
375,204
376,43
377,219
378,115
379,308
380,405
381,161
382,193
383,20
384,205
385,121
386,60
387,37
388,79
389,136
390,132
391,188
392,319
393,30
394,156
395,246
396,191
397,98
398,4
399,147
400,67
401,312
402,210
403,375
404,11
405,103
406,88
407,252
408,398
409,321
410,165
411,370
412,249
413,394
414,351
